2.561593081902518443e-01,-5.700194273655576627e-01,1.119219749898604288e+00,6.845168077986473198e-01,7.289312872558113554e-01,1.967231681460685899e-03,-9.594180540682567190e-03
2.552406290741623951e-01,-5.703228110968168174e-01,1.119268954879024669e+00,6.845260262310849386e-01,7.289245698591868550e-01,2.471225649751172208e-03,-9.326516588064772198e-03
2.558512642030659201e-01,-5.697912057210499093e-01,1.119467281429592509e+00,6.844662234057932171e-01,7.289818888722325863e-01,2.044152632992426739e-03,-9.338958876448722260e-03
2.559213338722437503e-01,-5.718220306001939868e-01,1.118129816451064018e+00,6.846594778260555181e-01,7.287856672946465553e-01,2.707557255216572461e-03,-1.027227835287324552e-02
2.548995365247171963e-01,-5.717122762112543111e-01,1.118486894951948418e+00,6.844811506097359111e-01,7.289586080994866490e-01,3.244202196188732644e-03,-9.714797462701447311e-03
2.555207532938962856e-01,-5.714468803168989419e-01,1.118481587701825042e+00,6.845578240602362419e-01,7.288859046186848545e-01,2.798954977613592708e-03,-9.904010154939966656e-03
2.558035561780642175e-01,-5.702794792048067052e-01,1.119158618110048575e+00,6.845340517210090070e-01,7.289150360661975636e-01,2.213503190260212444e-03,-9.544770016037451912e-03
2.549584306717255222e-01,-5.696421905309639877e-01,1.119773163281900574e+00,6.845388213727473525e-01,7.289180840736271261e-01,2.278300984058557327e-03,-8.935216207168682548e-03
2.551679592376318584e-01,-5.706384180351402602e-01,1.119103793448914086e+00,6.845229999901860651e-01,7.289257476989569051e-01,2.634243245965842400e-03,-9.411566738518012051e-03
2.563118059836559937e-01,-5.691873183102188483e-01,1.119668044798552309e+00,6.844283304026912429e-01,7.290190927553238387e-01,1.642678061193794887e-03,-9.291100536344487973e-03
2.554696452471498236e-01,-5.697105446766427272e-01,1.119641490590181476e+00,6.845474011427978844e-01,7.289076290220739551e-01,2.094199108591089827e-03,-9.172691652584819694e-03
2.558296206983717846e-01,-5.708311916442962985e-01,1.118806954236281292e+00,6.845203212341046672e-01,7.289242488374986229e-01,2.456797367998531535e-03,-9.763883496810739360e-03
2.562059397806365491e-01,-5.704228046500576799e-01,1.118937217107271564e+00,6.844555642015334174e-01,7.289861854310646372e-01,2.182879001185193853e-03,-9.744594578126148168e-03
2.561811923745644926e-01,-5.702609808205996167e-01,1.119105809463050605e+00,6.846035486283447158e-01,7.288481812438776242e-01,1.992207619102883288e-03,-9.712930133150401990e-03
2.561065618709219005e-01,-5.700832806681640497e-01,1.119203415187522754e+00,6.845117682201276033e-01,7.289359108012667399e-01,2.033675610008511998e-03,-9.588601357599237096e-03
2.551096869116089572e-01,-5.709077280164260859e-01,1.118969683289797068e+00,6.846114970005905409e-01,7.288409057323728124e-01,2.695571459871178802e-03,-9.527129700491698133e-03
2.552875121528636049e-01,-5.708747433887361167e-01,1.118937307307660056e+00,6.844272265091603247e-01,7.290137489371519841e-01,2.775314731413876593e-03,-9.519616679226339945e-03
2.561796838556956724e-01,-5.706373087037197589e-01,1.118795796473200044e+00,6.844772769606630725e-01,7.289644676581210625e-01,2.261594019028768162e-03,-9.825854106440936112e-03
2.555500476261728382e-01,-5.709097680059492808e-01,1.118866548118705673e+00,6.845650411179768913e-01,7.288828347389707529e-01,2.561552460315327448e-03,-9.693098112443640155e-03
2.549910643893247286e-01,-5.704585574236004097e-01,1.119306413324785199e+00,6.845523312298480434e-01,7.289001712329522542e-01,2.610542187576997755e-03,-9.264515844883686527e-03
2.554447940163474540e-01,-5.707137710527933061e-01,1.118989705162940052e+00,6.845485493913858743e-01,7.289001766792909676e-01,2.535833443206656195e-03,-9.559576967422536362e-03
2.555153323386182840e-01,-5.712060598103151365e-01,1.118643955874376594e+00,6.845048397797827144e-01,7.289376046295235057e-01,2.759290511739602263e-03,-9.771345398573149169e-03
2.560121963136924861e-01,-5.688703540626193211e-01,1.119983334632485672e+00,6.845202701214351260e-01,7.289359597802368418e-01,1.549385474252664829e-03,-9.053493071440717188e-03
2.548807171170659469e-01,-5.707968524187092552e-01,1.119099637262013225e+00,6.845648678787876751e-01,7.288864934098906456e-01,2.785823395812823261e-03,-9.362722827169905893e-03
2.570356844478724478e-01,-5.692097501188371211e-01,1.119522349012976870e+00,6.845263226307909399e-01,7.289235617362483932e-01,1.284251372190157092e-03,-9.617976383890837824e-03
